query,organization
Sir - we would like to take social initiative of sending 1 JAL Rani to latur from outside. Please help with process.,RailMinIndia
But please check security threats like broken walls small exits Long way to go.,RailMinIndia
Will a daughter cease to belong to a mother Because the mother is a sex worker? Cd have surely done more.,DelhiPolice
Really Achche Didn't. A vote of thanks to.,RailMinIndia
Struggling to get the refund of PNR 6441435950 TXN. ID 10000024191021 09/06/15. Kindly help to get the refund as soon as possible.,RailMinIndia
I got a demand email from income tax dept I'm unable to open it because I do not know the date of credit of tax. Parent looking help.,IncomeTaxIndia
Delhi headshot major law and order problems. No one follows rules but bjp operated Police is unheard.,DelhiPolice
Ji. Facing a lot of issues with cleanliness in train19216. Restrooms is clogged and unusable. Time delay to.,RailMinIndia
Part 2- modern expert harkrishan tagore and Delhi Public schools. U need to put 2 ruthlessly strict policemen to control nuisance.,dtptraffic
à¤¬à¤¸ à¤à¤°à¤¾à¤¬ à¤à¤¡à¤¼à¥ à¤¹à¥à¥¤mangalam Red light I. P. Extension Delhi 92.,dtptraffic
Ji travelling in Garhwal Express train no 14043. Most travellers are without ticket people with ticket standing 1/2.,RailMinIndia
If gov will deduct the percentage of income tax in single digit then about 50â of Indians will pay income.,IncomeTaxIndia
Train no. 14206 fd dli express met with an accident near hapur no help so far from the officials.,RailMinIndia
SIR LIFT AT kgp stn india BUSTAND END IS VERY OFTEN DO NOT WORK MANY SR. Citizen PATIENT HAS TO CLIMB FOVER.,RailMinIndia
Jaldoot 2raks 100 wgn content 50lac later water unleaded at Latur grte efforts under leadership of supr of,RailMinIndia
For last 4 months I am trying to tell to avoid unfruitful work and wastage of money but none listen.,RailMinIndia
DLI-fd express derailed near hapur distt. Rescue staff reached at spot. Railway deptt are doing a tremendous job.,RailMinIndia
Trains have started to miss schedule again. 16022 usually delayed by 20-25 minutes but today painful 1. 5 hours late.,RailMinIndia
Open defamation against you by Just in case it really is your habit pick this AV next time.,DelhiPolice
In Srinagar. Concerned for my Father. No confirm seat. Travelling from Bui to Byt. Please help.,RailMinIndia
I have written How to solve New York City Traffic problem if you need I will send you the draft it may be useful for N/O Delhi.,dtptraffic
My father seeking medical help. Please arrange a doctor. Train No. 12141 PNR No 8246935034. Rchng NasikRoad.,RailMinIndia
We are traveling in train no: 22937. The fans and lights are not working in S4. Kindly do needful as we all are suffering,RailMinIndia
Please take some actions and let me know if you need any snapshots for this. [3/3].,RailMinIndia
How are you ensuring diesel taxis or not running on road. Can see them run. Even my Computer. Vendor running them until forced by police.,dtptraffic
Heavy traffic from naraina flyover till brar square. Take delhi cantt route instead of going to gurgaon. By the way good morning everyone.,dtptraffic
Its feel so harsh when they charge +5â¹ for everything they sell in train and am harassed again. If you can help train no. 00842.,RailMinIndia
Daily Mafia in season ticket compare Intercity Express they don't allow anybody sit on vacant seats tough action on pass Mafia.,RailMinIndia
Road blocked from to ggn be safe.,dtptraffic
Terrible traffic of at least 8-10 kiss me! Am told vehicles being challenged near ambiance!,dtptraffic
People travelling from toll beware please a commotion is up to stop your cars keep doors locked already there to. Help. Chaos.,DelhiPolice
And your deserve same. India wish you to keep going same.,RailMinIndia
"Here's one inspector who took the motto of """"With you of you always"""". A little too seriously?",DelhiPolice
Bothering common citizens has become governance. What is this happening. R you on labour day off.,dtptraffic
Y is DND closed. Did you had any back up plan when diesel ban is announced. U are failed CM.,dtptraffic
Surprised its already 2 hours that I started from punjabi bagh yet not reached gurgaon. How much fuel on mars wasted. No control.,dtptraffic
Delhi border areas have been packed by traffic jam. Delhi-Gurugram road disturbed. Please avoid roads. Use,dtptraffic
Mp relative treated as very important person whatever he is behaving like goon but a rail employee just treated as he is a goon.,RailMinIndia
Also what about nh8? Is it clear now?,dtptraffic
Boarding Point can't be changed online if ticket booked through IRCTC Application. Let me check d year yes its 2016.,RailMinIndia
Eligible for %commission since we waste our time money manpower for TDS Station VAT collection and paying into your coffers,IncomeTaxIndia
Stranded near new friends colony on road connecting to ring road for 45 minutes! Vehicles not moving. Fix as soon as possible.,dtptraffic
Signal at Andrewsgunj kendriya vidyalaya and GK1 has been malfunctioning since Yesterday. Huge jams. Plus fix as soon as possible.,dtptraffic
When the signal is not working please find an alternative to sort out the traffic. Andheria mod is in a mess on mg road.,DelhiPolice
Is there any heavy struck of traffic on Do Not Disturb? Tell me as soon as possible! As I need to change my route then! I have to reach early! Emergency!,dtptraffic
Only one percent pay income tax in India â¦. BJP.,IncomeTaxIndia
Rs. 200 deducted from my online bank account but money does not reflect in my UTS wallet please help.,RailMinIndia
The careless parents give licence to die their children and kill others on road. Please take action.,dtptraffic
DEAR SIR / MAM PLS AVAILABLE HELMET AT RIGHT PRICE WHEN you challan then GIVE HELMET to you chan extra for HELMET THANK YOU.,dtptraffic
PNR 6149977746 HWH to Puri. My sister travelling with 2 Sr Citizens. AC not working No one responding. Help.,RailMinIndia
Traffic control is not taking care hence Train 12391 is going late. It is at Mughalsarai and late by 1. 45 hours.,RailMinIndia
At about 4pm today at Anand Niketan drunk driver rams into parked EcoFord. Will a medical test be done?,dtptraffic
No help from nearby pcr and ps mukherjee nagar nice try further investigated. It was a mobile but its only police we can seek help from.,DelhiPolice
Experimental stoppage to13026/13025 HWH-BPL-HWH Express at Niwas Road station for a period of 6 month from 11/16. 5. 16.,RailMinIndia
Why no response about traffic sentinel application?,dtptraffic
My PNR no. Is 8531572561 will bored on sunday 8th may 2016 from bandra so please let me know is there any mega block on that rout.,RailMinIndia
Dr sir been to NZM on 30-Apr to see off my in-laws. PF# 4-5 had foul smell of urine no reserve stairs.,RailMinIndia
Why are we being harassed by. Because we are transporter. My cat was stopped at Saket on the way back to Ghaziabad.,DelhiPolice
Visiting hospital no concern about people traffic rules obeyed but mum not wearing helmet â. Traffic Update. Challans.,dtptraffic
Train no. 12810 last 4 hours he is in nagpur all passenger are very tribal please see this matter urgent.,RailMinIndia
Like me can travel without any fear. I hope you will take appropriate action 9/9.,RailMinIndia
The biggest cache Didn't step would be to bring about such Police Reforms measures.,DelhiPolice
Police picket near Lajpat Nagar Metro Station. 2 constables standing on side. Hardly any Check. Huge traffic bottleneck.,dtptraffic
Can Indiaâs venture capitalists break from the herd? Startup.,RailMinIndia
Credit traffic cops on duty on roads please note more traffic cops shut be recruited more authority given.,dtptraffic
Work hours should be restricted to 8 hours more staff with more authorities given is necessary.,dtptraffic
Very heavy traffic in dwarka more redlight before 1 hour no traffic police is here.,dtptraffic
Train No 17308 Bagalkot to Mysore S3 70 fan is not working. Please do something.,RailMinIndia
Sir your bags could not be traced out despite best efforts.,RailMinIndia
He was doing the job of so please forgive him. He could have dream of being a cop.,DelhiPolice
âintroduce direct train between Vizag Goaâ - Matter notified to for taking NA.,RailMinIndia
Stuck at Radisson Delhi ggn highway for the past 23 minutes. The traffic has not even moved an inch.,dtptraffic
Please to install a sense of proper parking. This car was parked on the road and now other cars can't move out.,dtptraffic
Please take actions now. Your team has all excuses to ignore the complaints. What next?,dtptraffic
Massive traffic jam on NH8 not sure what causes such massive jam daily. Is there a way 4 you guys to take some corrective steps.,dtptraffic
Massive traffic on Do Not Disturb from ashram to noida. Morons are turning back and driving against traffic. Delhi.,dtptraffic
Please ride harbour line between Mankhurd and Vadala. Experience the crap v go through.,RailMinIndia
Hello read some changes in railway ticketing rules. From 1st july can you please confirm.,RailMinIndia
We block the road because we are the law. Surajkund rd Is it legal to block rd and cause jams? Un smart city.,dtptraffic
The flush tank one of the toilet is broken and fell on ground. at rourkela 2nd class waiting hall toilet. Kindly mend it.,RailMinIndia
Thank you. For good initiative regarding passenger's concerns,RailMinIndia
My pnr no. Is 8646854034 Both are sr. Citizen 56 births are available N railway gave both upper birth,RailMinIndia
NDTV's request is similar to saying please drive safely and have a drink if you canagain safelyjust for TRP.,dtptraffic
Sir I wish to bring to your kind notice my grievance. I've been a victim of wrongful challan Because of a non-working trafficlight.,dtptraffic
CNG cab drivers crying rails station Traffic police charging invalid challans. People suffering. Please check.,dtptraffic
From ITO towards child porn road heavy traffic.,dtptraffic
This type of worst service affected me and my parents very much. When this train will come how can I know.,RailMinIndia
Sir I have licenses photo copy and ICICI bank card but take care is asking original. Do I have to pay fine if I didn't bring that?,RailMinIndia
This is how Ache didn't aa gaye. Did Anyone see this level of responsibility and accountability since independence.,RailMinIndia
Tagging for action parent looking.,DelhiPolice
Another Thullu caught by the way why suddenly CBI is in action against dal may kuch kaala hello,DelhiPolice
Sir we are daily commuters. Why don't you listen to us. Why MP MLA source is need for train stoppage at GZN or statn.,RailMinIndia
Online recruitment form not available on website. Please help us.,IncomeTaxIndia
SOLVE THE PROBLEM of tn 37232 bdc hwh passing are sitting IN 2ND VENDOR OTHER Passenger FACE PROBLEM,RailMinIndia
Its too hard to get a confirmed ticket urgent need confirm ticket from lko to Bhopal tried tatkal also Please help PNR 2417289575.,RailMinIndia
Can you please help my friend victim of corruption in Delhi.,DelhiPolice
Can you please apprise about the traffic situation on the nh8 from GGN to DEL.,dtptraffic
